Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
16302607252,"Oct 25, 2025, 2:20:58 PM",70% E - Beltline Boom Bap,Run,"",431519,7.44,,,false,,,activities/16302607252.gpx,,,431519.0,2092.0,7440.9,8.408,3.557,74.9,73.0,265.6,298.2,35.9,0.0,,,,,,,,,671.0,,,,,,,,,,,,,,,,0.0,,1.0,7524.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.0,,,,5372.0,0.0,,,,3.597,,,,,,,,media/9FFD7C38-C1BF-4559-AC94-090CBA6A7B93.jpg
16341950186,"Oct 31, 2025, 10:40:50 AM",95% E - Georgia Tech Halloween Holla 5K,Run,Very fun!,1252,5.00,,,false,,,,,,1252.0,1252.0,5000.0,,3.994,,,,,,0.0,,,,,,,,,446.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.994,0.0,,,,,0.0,,,,,,,,,,,,media/593A0636-85EB-4F87-B2D8-D8D9208DD88E.jpg|media/7C20E348-5522-4C95-B339-EF863C832B10.jpg|media/00DD9971-0C72-49BC-9862-B322C1E6C4F3.jpg|media/36FC6544-30D7-40FE-B2F8-7F288B87B5AB.jpg
16409448123,"Nov 9, 2025, 9:29:17 PM",65% E - Run with Kendrean,Run,"Might need to set bro on a training plan 😭. other than leaving my shit in pg, good fun :)",3983,10.53,,,false,,,activities/16409448123.gpx,,,3983.0,3289.0,10538.4,5.86,3.204,113.9,113.9,265.5,298.2,11.5,0.0,,,,,,,,,953.0,,,,,,,,,,,,,,,,0.0,,1.0,10689.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.646,0.0,,,,8550.0,0.0,,,,3.25,,,,,,,,media/B03C2CAF-A9AA-4D0E-931C-E9324C5E4076.jpg|media/F5445159-B1B9-41A1-84C8-0E68DE100FCF.jpg|media/7F445055-7717-41C2-A2FB-F8715A18F56A.jpg
16463654934,"Nov 14, 2025, 8:07:25 PM",85% E - leg day massacre,Run,The squat rack tge day before destroyed me…,54671,6.82,,,false,,,activities/16463654934.gpx,,,54671.0,2165.0,6824.8,5.94,3.152,68.2,64.5,265.5,298.0,32.1,0.1,,,,,,,,,617.0,,,,,,,,,,,,,,,,0.0,,1.0,6921.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0,,,,4760.0,0.0,,,,3.197,,,,,,,,media/C054FDE5-18CA-4084-9D94-810EDE4BE6C3.jpg
16468409784,"Nov 15, 2025, 12:28:11 PM",70% E - ARC first time!,Run,fun run except for the deviation of the route leading us to randomly running towards midtown skyline 😹,24691,11.69,,,false,,,activities/16468409784.gpx,,,24691.0,3972.0,11698.0,11.38,2.945,116.0,110.8,250.7,298.2,25.5,0.0,,,,,,,,,1064.0,,,,,,,,,,,,,,,,0.0,,1.0,11937.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474,557.0,,,,8286.0,0.0,,,,3.005,,,,,,,,media/5AFE49FC-98AC-4CCD-849D-8F567B4D667E.jpg|media/E9D189BE-B50E-47BD-BAFC-521C4B12995C.jpg|media/4FB17605-D542-4A1C-9DC5-3261E5E98309.jpg|media/0D06A24C-F692-4656-A773-5E60D3117E41.jpg|media/614F3742-8990-4B48-A0F9-28C899A44E72.jpg
16493732292,"Nov 18, 2025, 11:50:43 AM",80% E - preworkout,Run,"New preworkout / coffee substitute, run in a circle really fast",321,1.28,,,false,,,activities/16493732292.gpx,,,321.0,318.0,1280.5,8.01,4.027,2.7,6.9,281.2,286.0,5.8,0.0,,,,,,,,,116.0,,,,,,,,,,,,,,,,0.0,,1.0,1299.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.989,0.0,,,,844.0,0.0,,,,4.086,,,,,,,,media/68001914-9A45-4712-A3DF-0C55562A1BF1.jpg|media/1BA2896C-9355-4D2B-B260-F7E4CFEAB20F.jpg|media/8543E7D8-151E-40D2-9C5E-04496A7CC1A6.jpg
16514852426,"Nov 20, 2025, 10:37:24 AM",60% E - Run Easy (Run club),Run,"first time, might go again! Thursday @6am is brutal tho…",11006,6.45,,,false,,,activities/16514852426.gpx,,,11006.0,1852.0,6457.6,15.883,3.487,64.3,62.9,265.6,298.5,8.0,0.0,,,,,,,,,587.0,,,,,,,,,,,,,,,,0.0,,1.0,6581.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587,6.1,,,,3820.0,0.0,,,,3.554,,,,,,,,media/A9E9C027-7749-4E91-B1FE-721AB90B2BA7.jpg|media/98B960F1-EF91-47EE-BE79-C8D60ADB919F.jpg|media/B5E11120-452D-4E67-BA91-40A337DDAC65.jpg|media/724D7779-8C46-4AD8-A7C9-99CE3F699CB4.jpg
16536037651,"Nov 22, 2025, 12:35:30 PM",I FORGOT TO PRESS RESUME STRAVA,Run,:( look at next post,1012,3.18,,,false,,,activities/16536037651.gpx,,,1012.0,978.0,3181.4,6.6,3.253,27.8,35.1,265.5,298.4,6.0,-0.2,,,,,,,,,284.0,,,,,,,,,,,,,,,,0.0,,1.0,3188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.144,0.0,,,,1806.0,0.0,,,,3.26,,,0.0,,,,,""
16536212055,"Nov 22, 2025, 12:30:40 PM",85% E - ARC sunday short run NEVER happens,Run,"Timing is prob a little faster but who knows… Resume button is now my mortal enemy 

2 miles to ponce + 6.6 miles with ARC + 3.5 mile run back to modera",6168,19.47,,,false,,,,,,6168.0,6168.0,19473.1,,3.157,,,,,,0.0,,,,,,,,,1634.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.157,0.0,,,,,0.0,,,,,,,0.0,,,,,media/A133AED5-A35A-4C04-85B0-D0AF0E1A878F.jpg|media/99F8DF81-2BB8-47DA-B08E-66D43270183A.jpg|media/E1449D2B-21BC-4230-8C03-56B3F40AB5CB.jpg|media/67BA8B0D-2FB9-4E92-AABF-0497AC15D55E.jpg
16612119773,"Nov 30, 2025, 2:21:07 PM",75% E - Rain Run,Run,"poopy day outside and first time running with nike run leggings, my calfs felt over compressed from the socks and leggings. might wear short socks if I wear these again",2418,8.20,,,false,,,activities/16612119773.gpx,,,2418.0,2368.0,8208.2,5.58,3.466,67.4,69.5,280.2,340.1,6.7,0.0,,,,,,,,,739.0,,,,,,,,,,,,,,,,0.0,,1.0,8287.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.395,0.0,,,,,0.0,,,,3.5,,,,,,,,media/00A75D73-2B89-4BE5-8FD3-3B98046D7F2E.jpg|media/D4588BF7-6850-42D5-8FE3-C5407964F22F.jpg|media/8DC62037-9057-41E1-8FA6-099C01788769.jpg
